"Id","Predicted"
1,749.039606199425
2,728.776422949129
3,783.304521333441
4,795.053184978606
5,781.813977599522
6,721.751866245293
7,843.529510515014
8,739.013927485925
9,751.261970647451
10,779.496519568711
11,1566.23016405906
12,896.361427142503
13,752.562807189577
14,699.594618365474
15,704.449995270072
16,789.296653423924
17,820.684880795117
18,747.652595743959
19,743.28040235737
20,748.019310267875
21,806.598702391551
22,817.095422874292
23,759.576410306225
24,804.432489919694
25,895.133783012396
26,764.295277249446
27,788.045035001836
28,758.080143410392
29,1554.71962772499
30,1544.10530861633
31,1521.64890118498
32,742.416599434655
33,744.554014341804
34,1573.90435125193
35,1510.64524906944
36,1559.60422525732
37,792.407492591243
38,725.450349036182
39,793.76813351427
40,711.825727461663
41,1497.20886881395
42,733.293956803333
43,735.662877478186
44,747.687702890209
45,790.73971420103
46,784.142798957953
47,1478.53643140037
48,690.178786219418
49,754.332554502995
50,811.280882640596
51,714.903452515704
52,828.010709710477
53,724.232976468935
54,723.181657319859
55,838.551487084915
56,711.551680618009
57,763.90694291376
58,709.022557216798
59,1530.06330496017
60,783.621078385826
61,800.310932358072
62,750.164488428229
63,726.194288356259
64,717.630843650943
65,883.350568965659
66,848.505468338393
67,847.46734985181
68,759.212791485916
69,1592.96522136548
70,857.238412784587
71,766.43884482159
72,655.26310635329
73,896.433102625175
74,716.986981047725
75,726.288780585877
76,1689.74477092606
77,717.147831588867
78,822.003648259561
79,818.454279976635
80,723.559355643898
81,754.302458217935
82,767.96564679929
83,889.129005268886
84,763.053198832917
85,704.476473883158
86,1506.60569058979
87,1471.02768773881
88,786.158553310263
89,1570.25721470255
90,751.401109043742
91,711.405693327339
92,762.132464562994
93,827.749488950736
94,732.617544278895
95,774.556204400389
96,767.407659561562
97,864.667320520341
98,1494.45999265723
99,809.150962154497
100,730.044148974586
101,777.664092003019
102,868.610097604556
103,754.463074138112
104,784.577823765358
105,829.26692957498
106,766.226420597988
107,738.729134154491
108,863.62270337579
109,779.182992071554
110,841.393979548171
111,763.3428967215
112,790.675195422955
113,737.710137050177
114,795.887927197924
115,724.924780810077
116,751.172156026805
117,866.463839802222
118,705.030684248501
119,775.873454663233
120,926.176909930407
121,669.29712624228
122,832.02349696595
123,774.743668355644
124,823.64160206377
125,762.486521612984
126,1474.9199203867
127,663.957480042183
128,1539.99926968596
129,1571.93569727291
130,747.975317529825
131,791.781429457638
132,688.781833605855
133,1572.04573475945
134,756.563699401333
135,690.881345912319
136,710.862709706038
137,876.563119832586
138,730.610801041883
139,772.457813868576
140,800.219054087531
141,738.126494334923
142,859.757762160385
143,684.010283326934
144,1481.41604017372
145,863.053768647951
146,818.504956892371
147,703.708628409993
148,848.287404049595
149,937.908669645403
150,838.985297258492
151,806.056916037182
152,794.496883437256
153,817.266463764856
154,671.92353875874
155,744.008563092531
156,727.384235548801
157,757.670834469973
158,728.036242851129
159,686.15946017309
160,720.281838691415
161,739.259284314627
162,849.030635331423
163,773.426282319575
164,739.797790696553
165,757.47346315092
166,838.383880084628
167,846.296162122453
168,804.806848328531
