"Id","Predicted"
1,892.877050787976
2,945.840734805667
3,852.918741519417
4,855.125052761564
5,913.178264665895
6,850.047968818001
7,911.490676084894
8,856.081265514909
9,847.780258953966
10,851.096889422112
11,951.695310841599
12,884.760737937265
13,853.733515889918
14,911.98789666965
15,914.473752923466
16,851.149211892105
17,856.298932078705
18,853.347397625035
19,912.516659639306
20,911.405385265983
21,921.134713132139
22,913.568436676096
23,889.580007596929
24,850.007350281205
25,942.854308194496
26,946.965870076794
27,887.034165171305
28,883.945716896803
29,952.596075499084
30,952.239338149849
31,941.297898045742
32,951.403335400789
33,957.096630097526
34,951.092960986227
35,853.664462575506
36,851.966847199932
37,959.614266396913
38,913.64201455252
39,946.374515677256
40,920.016743718261
41,850.695955112102
42,945.108897170609
43,887.201684248297
44,911.625670601789
45,950.703004113469
46,857.213566643284
47,946.741755142404
48,911.210162411966
49,857.478542279786
50,950.432795437592
51,857.323713815832
52,951.973187723936
53,914.527985688105
54,857.432188354403
55,857.199947910795
56,851.180754277006
57,886.501115300307
58,918.439786640438
59,948.68834631065
60,856.980846373692
61,856.878820205716
62,888.245084601264
63,952.073312606556
64,855.083474572798
65,852.255710528811
66,855.761092957153
67,938.866521226526
68,945.372661980537
69,885.197994873439
70,951.942586972422
71,855.098057461901
72,916.814578856523
73,946.671500010707
74,848.09517594912
75,941.993202421839
76,886.218216011392
77,945.65578992083
78,943.591414906092
79,852.320696583969
80,856.457343471283
81,858.309791815456
82,954.844915572674
83,907.473508201276
84,855.900863210664
85,922.145642980754
86,910.780098360913
87,908.379770586678
88,849.635092914125
89,910.358608112543
90,938.778593617023
91,946.513810609429
92,889.102872133839
93,889.535819645444
94,857.968117181308
95,886.722602453396
96,851.128898119062
97,886.73956645384
98,950.457620258711
99,911.379093939038
100,854.66247766435
101,944.647994707372
102,947.623892174759
103,852.771800904011
104,910.905061578588
105,856.113274211858
106,951.011723912634
107,940.205502472155
108,954.236839338008
109,845.328806022376
110,885.989805166369
111,853.725623536725
112,947.232760512588
113,853.221003938697
114,849.003595299129
115,851.210615018639
