"Id","Predicted"
1,856.881806525774
2,993.190393569468
3,879.462304790724
4,841.232409099917
5,929.318029440977
6,866.398207006566
7,936.111055097575
8,848.097411946491
9,873.080327279471
10,884.321002917557
11,963.016063958576
12,836.601876544759
13,835.72909366544
14,952.24935705621
15,897.536209253942
16,892.169694027144
17,889.791269355774
18,923.021689941941
19,976.773239450529
20,920.293710895107
21,981.400594603541
22,914.955164835097
23,906.433411644245
24,827.448539415993
25,902.481820367809
26,920.851415215717
27,893.591124627473
28,838.752135644454
29,964.518528348482
30,927.896123233817
31,903.762473990329
32,962.632185612034
33,928.145103800006
34,944.205549371208
35,852.107319590663
36,831.665322030493
37,969.086140313264
38,934.332440342676
39,958.14560743683
40,914.679014470105
41,903.491403454808
42,904.515294886355
43,875.647513721968
44,968.891499344681
45,943.803557825464
46,966.218011741131
47,928.805132511541
48,958.049637850194
49,891.158835965328
50,914.706184268908
51,900.168218714141
52,911.128139764596
53,887.366134865903
54,834.142418083812
55,856.258004212643
56,884.536934487486
57,856.506984778833
58,949.948788772273
59,979.604342256273
60,890.415071668904
61,867.891614796872
62,879.045377447923
63,931.156387384108
64,855.874125866102
65,844.954407984182
66,889.623322579162
67,934.968476657552
68,956.984915797604
69,875.776532304863
70,993.154167171065
71,888.255755969608
72,910.873280000949
73,903.456452031221
74,842.756164091169
75,954.618725127979
76,850.073845072118
77,938.4772457672
78,933.165869505994
79,861.932443825877
80,832.990783044187
81,827.301407633895
82,967.814543290345
83,893.427630227823
84,845.320173131522
85,942.18701064972
86,901.339241927786
87,953.874960831555
88,813.382640169619
89,915.516046557852
90,909.796799553445
91,913.218655676059
92,852.37123595391
93,895.945556902184
94,877.500807462156
95,889.623322579162
96,858.92433764392
97,846.2169484075
98,920.656298640302
99,931.558378929851
100,870.836800388453
101,961.55570516453
102,966.953994412771
103,848.826240445858
104,946.889996001686
105,847.872423776961
106,985.29959686402
107,954.090892401485
108,953.901655023526
109,827.874523358396
110,833.944599713084
111,915.379873802683
112,959.39321206309
113,862.973173481808
114,862.694321321503
115,826.503779346697
116,897.635356242722
117,899.656596759522
118,903.635357834761
119,928.217080989983
120,846.331031193337
121,973.519330104526
122,838.569253070785
123,824.833368180179
124,856.73785214582
125,834.841374989062
126,817.71620736527
127,965.931377956041
128,835.699222071324
129,859.170140807965
130,909.315676645451
131,937.622576087083
132,846.504857167406
133,926.595605830446
134,842.738050891967
135,913.902201177421
136,902.50453778965
137,899.497706582511
138,863.486070411245
139,870.366009054877
140,861.707455656346
141,867.117978906332
142,859.026186428012
143,960.814642663419
144,921.136146573479
145,963.381829105915
146,849.747008118495
147,913.842457989189
148,879.759270150232
149,826.830616300319
150,908.723020901254
151,843.631648765801
152,931.519450736135
153,831.470205455078
154,900.312173094094
155,839.711831510808
156,923.592427632282
157,915.388930402284
158,830.384668407974
159,911.146252963797
160,837.585564807772
161,830.01572585849
162,895.807481719688
163,939.597734237892
164,827.655414386322
165,954.59473273132
166,927.605512678598
167,839.13919139314
168,841.22652990246
169,860.234862860555
170,847.827616385787
171,922.054212450804
